IATA_1,IATA_2,Distance
KID,CPH,95688
KID,RNB,82700
KID,MMX,61785
KID,AGH,87442
OSK,KLR,75117
OSK,HLF,44887
KLR,RNB,78268
KLR,OSK,75117
KLR,VXO,98836
KLR,HLF,97662
MMX,CPH,46222
MMX,RKE,78556
MMX,KID,61785
MMX,AGH,90792
HAD,AGH,44002
VXO,RNB,80748
VXO,KLR,98836
VXO,HLF,93637
GEV,KRN,79423
GEV,PJA,98098
HUV,SDL,86685
HUV,SOO,56403
KRF,SDL,60257
KRF,OER,73157
LYC,VHM,90074
LYC,SQO,66729
SDL,HUV,86685
SDL,KRF,60257
OER,KRF,73157
OER,UME,76921
KRN,GEV,79423
UME,OER,76921
VHM,LYC,90074
VHM,SQO,59018
ORB,KSK,33691
ORB,VST,99139
ORB,LPI,98250
ORB,NRK,99470
ORB,EKT,96020
ORB,KSD,99635
VST,NYO,90549
VST,ORB,99139
VST,ARN,72674
VST,BMA,78456
VST,EKT,26863
ARN,VST,72674
ARN,BMA,33143
ARN,EKT,76130
BMA,NYO,86233
BMA,VST,78456
BMA,ARN,33143
BMA,EKT,69984
BLE,MXX,80937
BLE,GVX,80984
HLF,OSK,44887
HLF,KLR,97662
HLF,VXO,93637
HLF,LPI,98368
GVX,BLE,80984
GVX,SOO,74812
LPI,KVB,99681
LPI,NYO,83161
LPI,ORB,98250
LPI,HLF,98368
LPI,NRK,38752
NRK,NYO,44409
NRK,ORB,99470
NRK,LPI,38752
NRK,EKT,89098
EKT,NYO,63694
EKT,ORB,96020
EKT,VST,26863
EKT,ARN,76130
EKT,BMA,69984
EKT,NRK,89098
SPM,SCN,89595
SPM,HHN,41006
SPM,ZQW,99148
SPM,LUX,52367
SPM,RMS,88478
SPM,BBJ,9628
SPM,BNJ,94726
RMS,FRA,96340
RMS,SCN,43362
RMS,QEF,95174
RMS,HHN,61909
RMS,MHG,66253
RMS,ZQW,29178
RMS,SPM,88478
RMS,WIE,85882
RMS,FKB,81128
RMS,BBJ,93599
GHF,NUE,81946
GHF,URD,85555
GHF,ZNF,92492
GHF,KZG,19900
ZCN,HAJ,27032
ZCN,BRE,97403
ZCN,BWE,47212
FRZ,EIB,84645
FRZ,SGE,95821
FRZ,PAD,72514
FRZ,KSF,34391
ZNF,FRA,31755
ZNF,QEF,32426
ZNF,MHG,83892
ZNF,SGE,86451
ZNF,GHF,92492
ZNF,WIE,47323
KZG,NUE,68880
KZG,URD,67322
KZG,GHF,19900
FCN,HAM,88956
FCN,BRE,80622
FCN,XFW,81856
FCN,BRV,29574
FCN,WVN,49747
FCN,NRD,94300
FCN,WBG,95186
FCN,NOD,97911
FCN,HEI,45787
FCN,HGL,67267
FCN,AGE,49013
FCN,LGO,76445
FCN,PSH,60273
FCN,EUM,90973
FCN,BMR,84737
GKE,LGG,55438
GKE,OBL,96229
GKE,CGN,77946
GKE,DUS,62450
GKE,ESS,79467
GKE,MGL,44082
GKE,MST,19868
GKE,EIN,71670
GKE,AAH,18366
GKE,NRN,71760
GKE,BNJ,81600
RLG,REB,74953
RLG,BBH,54602
RLG,SZW,63679
RLG,GTI,85687
RLG,FNB,76232
WBG,HAM,97291
WBG,KEL,41696
WBG,FLF,36063
WBG,GWT,90983
WBG,SGD,58951
WBG,SKS,86290
WBG,FCN,95186
WBG,HEI,52477
WBG,PSH,56313
WBG,EUM,50513
WIE,FRA,17622
WIE,QEF,25011
WIE,HHN,76786
WIE,MHG,65622
WIE,SGE,75232
WIE,RMS,85882
WIE,ZNF,47323
FEL,MUC,41851
FEL,AGB,34847
FEL,OBF,13873
FEL,IGS,60113
FEL,FMM,80107
IGS,MUC,44365
IGS,NUE,93281
IGS,AGB,54897
IGS,OBF,73004
IGS,RBM,74931
IGS,FEL,60113
GUT,FMO,48661
GUT,BFE,16993
GUT,PAD,40459
GUT,DTM,65716
GUT,KSF,93338
ALJ,OMD,8534
AGZ,SBU,96101
BIY,ELS,53345
DUR,PZB,69873
DUR,VIR,18367
ELS,BIY,53345
FCB,MSU,79144
GCJ,JNB,20046
GCJ,HLA,22069
GCJ,PRY,37950
GCJ,WKF,19256
GCJ,QRA,28542
GRJ,OUH,47722
GRJ,PBZ,88089
HRS,LAY,73883
HRS,NCS,99986
HDS,PHW,49231
HDS,SZK,85624
HDS,LTA,94943
HDS,AAM,70876
HDS,ASS,63634
JNB,GCJ,20046
JNB,HLA,39025
JNB,PRY,54067
JNB,WKF,34500
JNB,QRA,14897
KXE,PCF,42476
KMH,SIS,45941
KLZ,SBU,81775
HLA,GCJ,22069
HLA,JNB,39025
HLA,PRY,43547
HLA,WKF,32048
HLA,QRA,40641
LAY,HRS,73883
LAY,NCS,93003
LLE,SZK,52234
LLE,MQP,47656
LLE,AAM,68193
LLE,NLP,67079
LLE,ASS,76542
MZQ,ULD,98927
MZQ,PZL,36079
NCS,HRS,99986
NCS,LAY,93003
OVG,ROD,88667
OUH,GRJ,47722
PBZ,GRJ,88089
PHW,HDS,49231
PHW,LTA,85020
PHW,ASS,97241
JOH,UTT,80548
PZB,DUR,69873
PZB,VIR,65204
PTG,LTA,88688
PCF,KXE,42476
RCB,ULD,80968
ROD,OVG,88667
SBU,AGZ,96101
SBU,KLZ,81775
SIS,KMH,45941
SIS,LMR,90231
SZK,HDS,85624
SZK,LLE,52234
SZK,MQP,67667
SZK,AAM,16508
SZK,NLP,90666
SZK,ASS,25036
LTA,HDS,94943
LTA,PHW,85020
LTA,PTG,88688
ULD,MZQ,98927
ULD,RCB,80968
UTT,JOH,80548
VIR,DUR,18367
VIR,PZB,65204
PRY,GCJ,37950
PRY,JNB,54067
PRY,HLA,43547
PRY,WKF,19604
PRY,QRA,65929
WKF,GCJ,19256
WKF,JNB,34500
WKF,HLA,32048
WKF,PRY,19604
WKF,QRA,46470
BBK,LVI,69986
BBK,VFA,77398
MUB,KHW,98731
BZV,FIH,25981
BZV,NLO,11748
FTX,OLL,77531
PNR,CAB,93152
MTS,SHO,45003
SSG,TKC,81375
TKC,SSG,81375
TKC,DLA,40918
DLA,TKC,40918
FOM,BFX,45285
FOM,BPC,82738
BFX,FOM,45285
BFX,BPC,61539
BPC,FOM,82738
BPC,BFX,61539
YAO,NSI,13059
CGJ,NLA,96161
CGJ,KIW,45863
LVI,BBK,69986
LVI,VFA,30561
LVI,WKI,95237
MFU,CIP,77936
NLA,CGJ,96161
NLA,KIW,56918
KIW,CGJ,45863
KIW,NLA,56918
HAH,YVA,19950
NWA,AJN,74569
NWA,YVA,86666
AJN,NWA,74569
RUN,ZSE,49096
ZSE,RUN,49096
ZVA,JVA,86393
ZVA,BMD,96294
MOQ,BMD,70584
DIE,AMB,99046
WMR,WMN,81468
ZWA,ANM,84653
ZWA,WMN,87688
ZWA,SVB,72748
AMB,DIE,99046
AMB,NOS,74233
AMB,IVA,50694
ANM,ZWA,84653
ANM,WMN,83528
ANM,SVB,81755
HVA,WAI,38870
NOS,AMB,74233
NOS,IVA,39431
BPY,WTA,97840
WMN,WMR,81468
WMN,ZWA,87688
WMN,ANM,83528
SVB,ZWA,72748
SVB,ANM,81755
WAI,HVA,38870
WAI,WPB,86051
IVA,AMB,50694
IVA,NOS,39431
RVA,WVK,79075
WVK,RVA,79075
BUG,CBT,17045
CAB,PNR,93152
CAB,SZA,63883
CAB,MNB,41338
MEG,KNP,97912
GXG,UGO,33261
PBN,NDD,50440
SZA,CAB,63883
SZA,MNB,23507
SZA,BOA,83030
UGO,GXG,33261
XGN,VPE,82977
OYE,BMM,60088
BMM,OYE,60088
VXC,MYZ,97610
LFB,MNC,60814
MPM,IHC,36704
MPM,SHO,98423
MUD,MZB,93052
MZB,MUD,93052
MNC,LFB,60814
SEZ,PRI,43777
PRI,SEZ,43777
PRI,BDI,85408
VFA,BBK,77398
VFA,LVI,30561
VFA,WKI,77879
KAB,BZH,65952
UTA,VPY,86075
HWN,WKI,60685
KBQ,LLW,92647
KBQ,DWA,90764
LLW,KBQ,92647
MSU,FCB,79144
FIH,BZV,25981
FIH,NLO,14567
NLO,BZV,11748
NLO,FIH,14567
MNB,CAB,41338
MNB,SZA,23507
MNB,BOA,79326
FDU,NIO,74191
BDT,KLI,75756
KLI,BDT,75756
BKY,GOM,85628
BKY,GYI,86335
BKY,KME,20312
GOM,BKY,85628
GOM,GYI,2379
GOM,KME,95470
BJL,ZIG,95920
FUE,ACE,60391
VDE,SPC,91274
VDE,GMZ,70336
SPC,VDE,91274
SPC,GMZ,85002
ACE,FUE,60391
TFS,TFN,53782
TFS,GMZ,63111
TFN,TFS,53782
TFN,GMZ,99365
MLN,AHU,81126
MLN,NDR,33050
FNA,HGS,25484
MLW,ROB,44293
ROB,MLW,44293
FEZ,MEK,49919
MEK,FEZ,49919
OUD,TLM,50252
GMD,RBA,61900
GMD,CMN,46873
GMD,NNA,92012
RBA,GMD,61900
RBA,NNA,31048
CMN,GMD,46873
NNA,GMD,92012
NNA,RBA,31048
AHU,MLN,81126
AHU,NDR,76821
TTU,TNG,55966
TTU,GIB,62051
TTU,AEI,60504
TNG,TTU,55966
TNG,GIB,69603
TNG,AEI,61981
ZIG,BJL,95920
ZIG,CSK,53721
CSK,ZIG,53721
DKR,DSS,45551
BXE,SEY,46440
KED,MAX,66030
SEY,BXE,46440
FIG,CKY,86257
SID,BVC,67646
BVC,SID,67646
MMO,RAI,39603
SNE,VXE,86561
VXE,SNE,86561
ADD,QHR,36938
BJR,DBT,84032
GMB,DEM,57410
GDQ,DBT,87061
ASO,BEI,70720
BJM,GID,66689
ALY,HBE,38184
ABS,WHF,64493
CAI,CWE,47205
CWE,CAI,47205
EGH,BEV,61523
EGH,VTM,85528
EGH,MIP,60749
EGH,GZA,24220
EGH,AAC,28021
SKV,ELT,66912
SKV,SSH,85283
ELT,SKV,66912
ELT,SSH,77992
EDL,GGM,52409
EDL,KIS,78776
EDL,KTL,70462
EDL,KEY,88428
GGM,EDL,52409
GGM,KIS,40322
GGM,KTL,80293
GGM,KEY,89339
KIS,EDL,78776
KIS,GGM,40322
KIS,KEY,66385
KTL,EDL,70462
KTL,GGM,80293
MBA,UKA,28890
WIL,NBO,12579
TIP,MJI,27908
GYI,BKY,86335
GYI,GOM,2379
GYI,KME,95717
KME,BKY,20312
KME,GOM,95470
KME,GYI,95717
ARK,JRO,49505
ARK,LKY,90574
ARK,QSI,77080
DAR,ZNZ,73077
JRO,ARK,49505
JRO,ASV,89543
JRO,QSI,28996
LKY,ARK,90574
MYW,LDI,71486
MWZ,GIT,93999
PMA,TGT,84091
TGT,PMA,84091
ZNZ,DAR,73077
TIA,OHD,89353
BOJ,VAR,77959
BOJ,JAM,96282
GOZ,SZR,86373
GOZ,JAM,93476
PDV,SZR,74681
SZR,GOZ,86373
SZR,PDV,74681
SZR,JAM,57956
VAR,BOJ,77959
LCA,AKT,66336
LCA,ECN,33267
LCA,GEC,41179
PFO,AKT,48131
AKT,LCA,66336
AKT,PFO,48131
AKT,ECN,78104
AKT,GEC,98405
DBV,OMO,87383
DBV,TGD,83857
DBV,TIV,41233
OSI,PEV,73578
OSI,QND,80849
PUY,RJK,62398
PUY,POW,68907
PUY,LSZ,52131
RJK,PUY,62398
RJK,POW,80010
RJK,LSZ,73815
SPU,ZAD,99272
SPU,BWK,41799
ZAG,MBX,87196
ZAD,SPU,99272
ZAD,LSZ,91424
ALC,MJV,60703
ALC,RMU,72905
BIO,EAS,90903
BIO,VIT,48962
BIO,SDR,74922
BCN,GRO,87996
BCN,REU,78100
BCN,QSA,25012
LCG,SCQ,45278
GRO,BCN,87996
GRO,PGF,93880
GRO,QSA,68973
GRX,AGP,86000
XRY,OZP,62092
XRY,ROZ,28098
XRY,SVQ,76416
XRY,GIB,91709
XRY,AEI,88153
MJV,ALC,60703
MJV,RMU,27677
MAD,TOJ,10264
MAD,ECV,21967
AGP,GRX,86000
AGP,GIB,95940
OZP,XRY,62092
OZP,ROZ,87975
OZP,SVQ,36535
PNA,EAS,66335
PNA,VIT,88914
PNA,BIQ,78300
PNA,RJL,65188
REU,BCN,78100
REU,QSA,88739
REU,ILD,83444
ROZ,XRY,28098
ROZ,OZP,87975
ROZ,SVQ,95107
ROZ,AEI,99647
SLM,VLL,99989
EAS,BIO,90903
EAS,PNA,66335
EAS,VIT,92403
EAS,BIQ,24399
SCQ,LCG,45278
SCQ,VGO,75980
LEU,ILD,99202
TOJ,MAD,10264
TOJ,ECV,31986
VLC,CDT,93570
VLL,SLM,99989
VIT,BIO,48962
VIT,PNA,88914
VIT,EAS,92403
VIT,RJL,57350
VIT,RGS,93853
VGO,SCQ,75980
VGO,BGZ,73328
SDR,BIO,74922
ZAZ,HSK,75449
SVQ,XRY,76416
SVQ,OZP,36535
SVQ,ROZ,95107
CQF,KJK,89244
CQF,OST,68719
CQF,LYX,71213
CQF,MSE,59971
CQF,LTQ,54816
CQF,XAB,91540
CQF,LIL,91242
CQF,HZB,61680
CQF,LYM,67238
BYF,LTQ,97836
BYF,XVS,67249
BYF,BVA,71316
BYF,XAB,64770
BYF,CSF,80958
BYF,LIL,71467
BYF,HZB,72120
LTQ,LYX,68481
LTQ,MSE,93814
LTQ,CQF,54816
LTQ,BYF,97836
LTQ,XAB,44248
LTQ,HZB,73106
LTQ,LYM,75827
XVS,BRU,96587
XVS,CRL,71989
XVS,KJK,57631
XVS,BYF,67249
XVS,XME,40683
XVS,LIL,37464
XVS,HZB,66543
AGF,EGC,72649
AGF,TLS,86807
AGF,ZAO,73222
AGF,XMW,65101
BOD,EGC,97440
BOD,CNG,97520
BOD,RYN,91284
EGC,AGF,72649
EGC,BOD,97440
EGC,BVE,79853
EGC,PGX,47627
EGC,ZAO,92385
CNG,BOD,97520
CNG,NIT,73177
CNG,ANG,42644
CNG,RYN,51087
CNG,RCO,57647
CNG,LRH,89349
PIS,NIT,61839
PIS,ANG,95794
PIS,TUF,99291
MCU,LIG,99906
MCU,CFE,78936
MCU,BOU,93009
MCU,VHY,80335
MCU,CHR,86381
LIG,MCU,99906
LIG,ANG,75825
LIG,BVE,94692
LIG,PGX,79248
NIT,CNG,73177
NIT,PIS,61839
NIT,ANG,80607
NIT,RYN,88434
NIT,RCO,65643
NIT,CET,93156
NIT,EDM,86916
NIT,LRH,63431
TLS,AGF,86807
TLS,ZAO,80900
TLS,LBI,68061
TLS,DCM,75045
TLS,XMW,44164
TLS,CCF,89003
PUF,LDE,40224
PUF,BIQ,90480
LDE,PUF,40224
ANG,CNG,42644
ANG,PIS,95794
ANG,LIG,75825
ANG,NIT,80607
ANG,PGX,75145
ANG,RYN,93541
ANG,RCO,95117
BVE,EGC,79853
BVE,LIG,94692
BVE,PGX,55504
BVE,ZAO,76628
BVE,AUR,75577
PGX,EGC,47627
PGX,LIG,79248
PGX,ANG,75145
PGX,BVE,55504
BIQ,PNA,78300
BIQ,EAS,24399
BIQ,PUF,90480
ZAO,AGF,73222
ZAO,EGC,92385
ZAO,TLS,80900
ZAO,BVE,76628
ZAO,LBI,70487
ZAO,RDZ,80396
ZAO,XMW,37078
ZAO,AUR,96121
LBI,TLS,68061
LBI,ZAO,70487
LBI,DCM,42253
LBI,RDZ,62413
LBI,XMW,60188
LBI,CCF,79238
DCM,TLS,75045
DCM,LBI,42253
DCM,RDZ,96058
DCM,XMW,89950
DCM,CCF,37908
DCM,BZR,89876
RDZ,ZAO,80396
RDZ,LBI,62413
RDZ,DCM,96058
RDZ,XMW,97863
RDZ,AUR,54037
RDZ,MEN,84101
RYN,BOD,91284
RYN,CNG,51087
RYN,NIT,88434
RYN,ANG,93541
RYN,RCO,28921
RYN,LRH,63729
XMW,AGF,65101
XMW,TLS,44164
XMW,ZAO,37078
XMW,LBI,60188
XMW,DCM,89950
XMW,RDZ,97863
RCO,CNG,57647
RCO,NIT,65643
RCO,ANG,95117
RCO,RYN,28921
RCO,EDM,95596
RCO,LRH,36349
CMR,ZQL,87898
CMR,BSL,59255
CMR,EPL,98562
CMR,SXB,51685
CMR,FKB,91612
CMR,LHA,45182
CMR,BOR,56862
DLE,DIJ,36283
OBS,LPY,76694
OBS,VAF,63239
OBS,XOG,59747
OBS,AVN,82533
OBS,MEN,66783
OBS,FNI,87657
LPY,OBS,76694
LPY,CFE,91256
LPY,VAF,96643
LPY,EBU,66071
LPY,MEN,66925
ETZ,SCN,67694
ETZ,ZQW,87507
ETZ,LUX,71463
ETZ,MZM,13257
ETZ,EPL,74354
ETZ,ENC,32319
BIA,CLY,56738
BIA,AJA,89736
BIA,SOZ,70235
BIA,EBA,66040
CLY,BIA,56738
CLY,AJA,66891
CLY,PRP,96494
CLY,SOZ,83754
FSC,AJA,53082
FSC,PRP,24846
FSC,SOZ,53682
FSC,OLB,75670
AJA,BIA,89736
AJA,CLY,66891
AJA,FSC,53082
AJA,PRP,30151
AJA,SOZ,49950
PRP,CLY,96494
PRP,FSC,24846
PRP,AJA,30151
PRP,SOZ,51944
PRP,OLB,99761
SOZ,BIA,70235
SOZ,CLY,83754
SOZ,FSC,53682
SOZ,AJA,49950
SOZ,PRP,51944
AUF,NVS,98682
CMF,QNJ,68598
CMF,LYS,62907
CMF,NCY,37015
CMF,GNB,52781
CMF,LYN,73463
CMF,GVA,69099
CMF,CVF,64695
CMF,MVV,63342
CMF,MFX,60191
CFE,MCU,78936
CFE,LPY,91256
CFE,SYT,95383
CFE,RNE,71184
CFE,VHY,46336
CFE,EBU,91874
BOU,MCU,93009
BOU,CHR,54015
BOU,NVS,56717
QNJ,CMF,68598
QNJ,NCY,31652
QNJ,GVA,13310
QNJ,SIR,81595
QNJ,AOT,98981
QNJ,CVF,92986
QNJ,QLS,47565
QNJ,QNC,96663
QNJ,MVV,50875
QNJ,MFX,90628
LYS,CMF,62907
LYS,RNE,91489
LYS,NCY,82747
LYS,GNB,44771
LYS,VAF,89918
LYS,LYN,10636
LYS,EBU,64459
LYS,GVA,97860
SYT,CFE,95383
SYT,RNE,39440
SYT,VHY,54117
SYT,EBU,99500
SYT,NVS,95047
RNE,CFE,71184
RNE,LYS,91489
RNE,SYT,39440
RNE,VHY,47758
RNE,LYN,81824
RNE,EBU,62011
NCY,CMF,37015
NCY,QNJ,31652
NCY,LYS,82747
NCY,GNB,87483
NCY,LYN,92948
NCY,GVA,34205
NCY,SIR,99572
NCY,CVF,72283
NCY,QLS,78882
NCY,MVV,44041
NCY,MFX,68890
GNB,CMF,52781
GNB,LYS,44771
GNB,NCY,87483
GNB,VAF,56656
GNB,LYN,50458
GNB,EBU,83057
GNB,MFX,97741
VAF,OBS,63239
VAF,LPY,96643
VAF,LYS,89918
VAF,GNB,56656
VAF,LYN,89701
VAF,EBU,86810
VAF,XOG,87336
VHY,MCU,80335
VHY,CFE,46336
VHY,SYT,54117
VHY,RNE,47758
VHY,EBU,98458
VHY,NVS,95343
AUR,BVE,75577
AUR,ZAO,96121
AUR,RDZ,54037
AUR,MEN,98005
CHR,MCU,86381
CHR,BOU,54015
CHR,TUF,98545
LYN,CMF,73463
LYN,LYS,10636
LYN,RNE,81824
LYN,NCY,92948
LYN,GNB,50458
LYN,VAF,89701
LYN,EBU,54541
CEQ,NCE,24806
CEQ,CTT,99841
CEQ,TLN,82018
CEQ,LTT,53474
CEQ,FRJ,22395
EBU,LPY,66071
EBU,CFE,91874
EBU,LYS,64459
EBU,SYT,99500
EBU,RNE,62011
EBU,GNB,83057
EBU,VAF,86810
EBU,VHY,98458
EBU,LYN,54541
CCF,TLS,89003
CCF,LBI,79238
CCF,DCM,37908
CCF,PGF,70111
CCF,BZR,85751
MRS,XOG,83101
MRS,CTT,50152
MRS,AVN,58109
MRS,TLN,84059
MRS,FNI,73935
NCE,CEQ,24806
NCE,ALL,85208
NCE,LTT,77862
NCE,FRJ,47123
XOG,OBS,59747
XOG,VAF,87336
XOG,MRS,83101
XOG,MPL,95957
XOG,AVN,26111
XOG,FNI,55871
PGF,GRO,93880
PGF,CCF,70111
PGF,BZR,75891
CTT,CEQ,99841
CTT,MRS,50152
CTT,TLN,34009
CTT,LTT,56761
CTT,FRJ,79123
MPL,XOG,95957
MPL,BZR,56696
MPL,AVN,84019
MPL,FNI,41707
BZR,DCM,89876
BZR,CCF,85751
BZR,PGF,75891
BZR,MPL,56696
BZR,FNI,98402
AVN,OBS,82533
AVN,MRS,58109
AVN,XOG,26111
AVN,MPL,84019
AVN,FNI,42406
MEN,RDZ,84101
MEN,OBS,66783
MEN,LPY,66925
MEN,AUR,98005
BVA,BYF,71316
BVA,EVX,80355
BVA,XAB,79321
BVA,URO,68372
BVA,LBG,59042
BVA,CSF,36991
BVA,CDG,58537
BVA,TNF,78203
BVA,ORY,83671
BVA,POX,40164
BVA,VIY,75941
EVX,BVA,80355
EVX,LEH,99587
EVX,URO,39709
EVX,LBG,89456
EVX,CSF,97872
EVX,CDG,97117
EVX,TNF,71818
EVX,ORY,91449
EVX,POX,60358
EVX,VIY,76550
EVX,DOL,86092
LEH,EVX,99587
LEH,URO,80379
LEH,DOL,19371
LEH,CFR,55978
XAB,CQF,91540
XAB,BYF,64770
XAB,LTQ,44248
XAB,BVA,79321
XAB,URO,96833
XAB,HZB,78126
ORE,TUF,99054
ORE,TNF,88816
ORE,ORY,93808
ORE,VIY,93160
XCR,RHE,60818
URO,BVA,68372
URO,EVX,39709
URO,LEH,80379
URO,XAB,96833
URO,CSF,98628
URO,TNF,97818
URO,POX,70613
URO,DOL,73996
TUF,PIS,99291
TUF,CHR,98545
TUF,ORE,99054
TUF,LME,69697
TUF,ANE,79496
CET,NIT,93156
CET,EDM,56983
CET,NTE,56137
CET,ANE,68195
LVA,LME,70979
LVA,RNS,73926
LVA,ANE,61546
LBG,BVA,59042
LBG,EVX,89456
LBG,CSF,32130
LBG,CDG,9289
LBG,TNF,34480
LBG,ORY,27765
LBG,POX,32486
LBG,VIY,28402
CSF,BYF,80958
CSF,BVA,36991
CSF,EVX,97872
CSF,URO,98628
CSF,LBG,32130
CSF,CDG,26889
CSF,TNF,63461
CSF,ORY,59894
CSF,POX,38942
CSF,VIY,58471
CDG,BVA,58537
CDG,EVX,97117
CDG,LBG,9289
CDG,CSF,26889
CDG,TNF,43578
CDG,ORY,34559
CDG,POX,38300
CDG,VIY,37329
TNF,BVA,78203
TNF,EVX,71818
TNF,ORE,88816
TNF,URO,97818
TNF,LBG,34480
TNF,CSF,63461
TNF,CDG,43578
TNF,ORY,20312
TNF,POX,38676
TNF,VIY,6744
ORY,BVA,83671
ORY,EVX,91449
ORY,ORE,93808
ORY,LBG,27765
ORY,CSF,59894
ORY,CDG,34559
ORY,TNF,20312
ORY,POX,48383
ORY,VIY,14899
POX,BVA,40164
POX,EVX,60358
POX,URO,70613
POX,LBG,32486
POX,CSF,38942
POX,CDG,38300
POX,TNF,38676
POX,ORY,48383
POX,VIY,37557
VIY,BVA,75941
VIY,EVX,76550
VIY,ORE,93160
VIY,LBG,28402
VIY,CSF,58471
VIY,CDG,37329
VIY,TNF,6744
VIY,ORY,14899
VIY,POX,37557
NVS,AUF,98682
NVS,BOU,56717
NVS,SYT,95047
NVS,VHY,95343
XME,BRU,73099
XME,CRL,34143
XME,KJK,81319
XME,XVS,40683
XME,LIL,72754
XME,XCZ,73229
LIL,CRL,97457
LIL,KJK,29457
LIL,OST,72489
LIL,CQF,91242
LIL,BYF,71467
LIL,XVS,37464
LIL,XME,72754
LIL,HZB,32016
HZB,KJK,45402
HZB,OST,66440
HZB,CQF,61680
HZB,BYF,72120
HZB,LTQ,73106
HZB,XVS,66543
HZB,XAB,78126
HZB,LIL,32016
XCZ,CRL,76429
XCZ,XME,73229
XCZ,RHE,68138
BES,LDV,21723
BES,LAI,77606
BES,UIP,55833
BES,MXN,47683
CER,ACI,53985
CER,GCI,85180
CER,JER,71973
CER,GFR,85654
CER,CFR,90981
DNR,JER,69556
DNR,GFR,50153
DNR,RNS,63089
DNR,SBK,57326
LBY,LRT,97515
LBY,EDM,98366
LBY,RNS,98195
LBY,NTE,57649
LBY,VNE,55824
LBY,SNR,14515
LBY,IDY,63631
GFR,GCI,97376
GFR,JER,58561
GFR,CER,85654
GFR,DNR,50153
GFR,CFR,87505
GFR,RNS,91440
DOL,EVX,86092
DOL,LEH,19371
DOL,URO,73996
DOL,CFR,48821
LRT,LBY,97515
LRT,UIP,59359
LRT,SBK,96833
LRT,MXN,97856
LRT,VNE,54166
EDM,NIT,86916
EDM,RCO,95596
EDM,CET,56983
EDM,LBY,98366
EDM,NTE,53247
EDM,SNR,89882
EDM,IDY,77305
EDM,LRH,59863
LDV,BES,21723
LDV,LAI,55892
LDV,UIP,61827
LDV,SBK,95623
LDV,MXN,26038
CFR,LEH,55978
CFR,CER,90981
CFR,GFR,87505
CFR,DOL,48821
LME,TUF,69697
LME,LVA,70979
LME,ANE,57858
RNS,LVA,73926
RNS,DNR,63089
RNS,LBY,98195
RNS,GFR,91440
RNS,SBK,97934
RNS,VNE,82924
RNS,SNR,90206
LAI,GCI,98787
LAI,BES,77606
LAI,LDV,55892
LAI,SBK,51402
LAI,MXN,30382
UIP,BES,55833
UIP,LRT,59359
UIP,LDV,61827
UIP,MXN,74633
NTE,CET,56137
NTE,LBY,57649
NTE,EDM,53247
NTE,SNR,44831
NTE,IDY,76544
SBK,JER,88837
SBK,DNR,57326
