IATA_1,IATA_2,Distance
HYC,ODH,43058
HYC,NHT,27769
HYC,QFO,83813
HYC,RCS,95419
HYC,KRH,64234
HYC,QUG,83815
BBP,BOH,52885
BBP,SOU,34941
BBP,QLA,56922
BBP,ESH,59825
BBP,LGW,83061
BBP,FAB,70513
BBP,BBS,74195
BBP,LHR,99165
BBP,ODH,62987
BBP,KRH,90497
BBP,QUG,31866
SPF,RCA,65714
SPF,RAP,75463
QYD,GDN,22738
QYD,OSP,91750
OLV,MEM,18701
OLV,NQA,42758
OLV,UTM,60949
OLV,UOX,70017
KNA,SCL,81262
BJC,BFK,38805
BJC,DEN,38287
BJC,APA,44134
BJC,FNL,61116
BJC,WBU,17258
BJC,GXY,71815
SLE,PDX,82000
SLE,EUG,88936
SLE,ONP,91103
SLE,TTD,85449
SLE,HIO,70354
SLE,OTK,85198
SLE,CVO,51207
UTM,MEM,52543
UTM,NQA,86857
UTM,OLV,60949
UTM,UOX,81285
LND,RIW,35390
LND,PWY,87986
MWC,MKE,21349
MWC,UGN,77809
MWC,ENW,57953
MWC,JVL,98640
MWC,RAC,42842
MWC,FLD,82204
MWC,SBM,74858
MWC,ETB,35527
JVL,MSN,62676
JVL,UGN,98789
JVL,RFD,47520
JVL,ENW,91296
JVL,MWC,98640
LZU,MGE,51624
LZU,ATL,57444
LZU,AHN,58821
LZU,FTY,56212
LZU,PDK,33379
LZU,WDR,27237
LZU,GVL,34974
LZU,TOC,91960
BWG,BNA,96324
BWG,CKV,96575
BWG,GLW,42102
RVS,TUL,19692
RVS,SWO,99959
RVS,OKM,41482
RVS,CUH,71715
NHD,AUH,97965
NHD,DXB,25159
NHD,FJR,97044
NHD,RKT,87094
NHD,SHJ,36880
NHD,AAN,88648
NHD,DWC,25261
KGO,KWG,88233
KGO,CKC,99438
BCE,CDC,84025
CKL,SVO,41702
CKL,VKO,59452
CKL,DME,53169
CKL,BKA,29066
CKL,ZIA,36600
CKL,OSF,53627
TCZ,LUM,59953
TCZ,BSD,70041
UKS,SIP,51488
OAZ,BST,36370
JCI,MCI,54144
JCI,FLV,59861
JCI,FOE,68321
JCI,MKC,41492
JCI,TOP,68694
JCI,LWC,34663
JCI,OJC,13370
ESN,DOV,63523
ESN,FME,67474
ESN,DCA,84175
ESN,NHK,64949
ESN,ADW,69227
ESN,SBY,70914
ESN,APG,74196
ESN,BWI,66304
ESN,GED,62966
ESN,ANP,45952
ESN,MTN,65256
ESN,DAA,97036
HMR,VDB,98787
HMR,OSL,77607
MYV,MHR,64979
MYV,SUU,98003
MYV,BAB,12253
MYV,SAC,65497
MYV,MCC,50079
MYV,CIC,81507
MYV,SMF,44832
DUC,ADM,88376
DUC,SPS,72647
DUC,FSI,45174
DUC,LAW,43253
UVA,COT,98287
LOT,IKK,63207
LOT,DPA,35765
LOT,MDW,34818
LOT,UGN,92658
LOT,ORD,44280
LOT,GYY,56887
LOT,PWK,58694
LOT,JOT,11954
LOT,VYS,92616
LOT,CGX,49287
LOT,VPZ,92348
CCR,MHR,91349
CCR,SUU,32452
CCR,OAK,33174
CCR,SFO,49852
CCR,SAC,76275
CCR,MCC,94743
CCR,SJC,70714
CCR,NUQ,63857
CCR,SCK,72682
CCR,SMF,88468
CCR,STS,87805
CCR,LVK,39013
CCR,APC,31687
CCR,SQL,55835
CCR,NOT,46969
CCR,PAO,59065
CCR,HWD,37233
CCR,NGZ,32148
CCR,HAF,65867
CCR,RHV,76063
OCA,FXE,97619
OCA,HWO,75308
OCA,FLL,84075
OCA,MIA,52099
OCA,TNT,86415
OCA,OPF,64744
OCA,HST,21207
OCA,TMB,39254
HIA,LYG,89952
YOO,YKZ,38698
YOO,YPQ,54567
YOO,YTZ,51996
YOO,YYZ,65120
YOO,YZD,50023
YOO,IAG,90875
YOO,YLK,81853
YOO,YCM,84391
LHA,ZQW,98627
LHA,ZQL,67833
LHA,CMR,45182
LHA,BSL,89558
LHA,SXB,23892
LHA,FKB,49303
NYW,PKK,91004
ATO,LCK,89888
ATO,PKB,69877
ATO,HTS,98166
ATO,ZZV,86677
ATO,PMH,67364
SGH,DAY,33126
SGH,LCK,78058
SGH,LUK,95923
SGH,CMH,82844
SGH,FFO,17859
SGH,OSU,70683
SGH,MGY,43217
SGH,ILN,46093
SGH,HAO,78951
SGH,AOH,97761
HEX,SDQ,32043
HEX,AZS,91931
HEX,JBQ,11571
HEX,COZ,93122
CDA,JAB,47747
JAB,CDA,47747
HGS,FNA,25484
TOP,MCI,82437
TOP,FRI,98721
TOP,FLV,69559
TOP,FOE,13587
TOP,MHK,90912
TOP,MKC,89166
TOP,STJ,99423
TOP,EMP,95732
TOP,JCI,68694
TOP,LWC,35674
TOP,OJC,80456
MQY,BNA,19175
UOS,HUA,92667
UOS,CHA,65984
UOS,HDI,96940
UOS,APT,32701
CSO,ZMG,28009
CSO,LEJ,74139
CSO,BWE,78411
CSO,KOQ,39638
PWK,DPA,36773
PWK,MKE,92728
PWK,MDW,38566
PWK,UGN,34395
PWK,ORD,15100
PWK,RFD,99088
PWK,ENW,53641
PWK,GYY,68656
PWK,LOT,58694
PWK,RAC,72303
PWK,JOT,70177
PWK,CGX,37398
KLS,PDX,63346
KLS,AST,75800
KLS,OLM,94778
KLS,TTD,74110
KLS,HIO,64424
KLS,CLS,62569
PUE,PLP,84776
PUE,ACD,21184
PUE,CPB,8370
KHC,AAQ,84897
UKA,MBA,28890
ILN,CVG,86495
ILN,DAY,64272
ILN,LCK,85661
ILN,LUK,64971
ILN,CMH,99849
ILN,FFO,49472
ILN,OSU,95151
ILN,MGY,41272
ILN,SGH,46093
ILN,HAO,63194
AVW,DMA,41547
AVW,TUS,41801
AVW,CGZ,79565
AVW,MZJ,15270
CGZ,PHX,58042
CGZ,LUF,86366
CGZ,AZA,40649
CGZ,GYR,76996
CGZ,SCF,75559
CGZ,AVW,79565
CGZ,DVT,86772
CGZ,MSC,56434
CGZ,MZJ,64312
BXK,PHX,62637
BXK,LUF,30891
BXK,AZA,96671
BXK,GYR,28803
BXK,SCF,75373
BXK,DVT,63393
BXK,MSC,89103
MMI,CHA,70883
MMI,TYS,69060
MMI,DNN,80135
MMI,HDI,31461
MMI,CSV,77685
STK,SNY,59014
STK,AKO,49083
RWL,SAA,50903
CDW,TTN,80392
CDW,EWR,22447
CDW,HPN,52743
CDW,TEB,18781
CDW,WRI,99235
CDW,SWF,71555
CDW,LGA,36122
CDW,JFK,49820
CDW,NEL,93918
CDW,ISP,99882
CDW,JRB,30038
CDW,MMU,14057
CDW,JRA,26732
CDW,FRG,74936
CDW,MGJ,70680
CDW,DXR,86854
CDW,LDJ,28865
CDW,DYL,93240
CDW,MPO,96709
CDW,POU,90009
AIZ,TBN,53341
AIZ,COU,85373
AIZ,JEF,64950
TVI,VAD,66134
TVI,TLH,71965
TVI,ABY,76606
TVI,VLD,59287
TVI,TMA,69619
TVI,BGE,72612
HSH,INS,83769
HSH,LSV,30670
HSH,LAS,12054
HSH,VGT,27027
GML,KBP,57508
GML,IEV,29025
TMA,VAD,58546
TMA,ABY,68063
TMA,VLD,74746
TMA,TVI,69619
RDO,WAW,88087
DVT,PHX,29032
DVT,LUF,32631
DVT,AZA,58075
DVT,GYR,40178
DVT,SCF,17522
DVT,CGZ,86772
DVT,BXK,63393
DVT,MSC,41539
YRV,YSN,80056
FRG,EWR,63861
FRG,BDR,54081
FRG,HPN,45058
FRG,FOK,67108
FRG,TEB,56210
FRG,LGA,39096
FRG,JFK,32405
FRG,ISP,27423
FRG,JRB,50349
FRG,HVN,74182
FRG,MMU,84805
FRG,JRA,50156
FRG,CDW,74936
FRG,DXR,71777
FRG,OXC,86668
FRG,LDJ,71264
MCL,ENN,91037
PPC,BTT,40272
PPC,AET,91912
KHW,MUB,98731
TXG,CYI,84918
TXG,RMQ,9348
TXG,HSZ,76016
TXG,HUN,99624
HLG,PIT,49719
HLG,MGW,85989
HLG,AGC,64023
HLG,PHD,73440
HLG,BFP,69928
DWC,AUH,72975
DWC,AZI,88186
DWC,DHF,95215
DWC,DXB,44648
DWC,SHJ,60013
DWC,AAN,83943
DWC,NHD,25261
RKP,NQI,99193
RKP,CRP,57073
RKP,VCT,86137
MVV,CMF,63342
MVV,QNJ,50875
MVV,NCY,44041
MVV,GVA,62617
MVV,SIR,68481
MVV,AOT,56376
MVV,CVF,47230
MVV,QLS,80697
MVV,MFX,46425
MFX,CMF,60191
MFX,QNJ,90628
MFX,NCY,68890
MFX,GNB,97741
MFX,TRN,86991
MFX,GVA,99413
MFX,AOT,71825
MFX,CVF,4584
MFX,MVV,46425
OKU,TSB,86697
KOQ,AOC,90840
KOQ,QXH,98491
KOQ,ZMG,45194
KOQ,LEJ,38468
KOQ,CSO,39638
PSH,KEL,94955
PSH,BRV,89585
PSH,WVN,98975
PSH,FLF,68335
PSH,GWT,70883
PSH,FCN,60273
PSH,WBG,56313
PSH,HEI,22250
PSH,HGL,52008
PSH,AGE,77349
PSH,EUM,85596
TTD,PDX,15963
TTD,SLE,85449
TTD,KLS,74110
TTD,HIO,42813
TTD,DLS,96445
HIO,PDX,27955
HIO,AST,99576
HIO,SLE,70354
HIO,KLS,64424
HIO,TTD,42813
HIO,OTK,68797
KHT,BNP,67016
KHT,PAJ,64271
NMT,LSH,39591
NMT,MOE,75550
PRZ,RDM,19948
RBL,CIC,51905
RBL,RDD,40037
NOT,SUU,56598
NOT,OAK,55454
NOT,SFO,60525
NOT,NUQ,92457
NOT,STS,46457
NOT,LVK,81787
NOT,APC,25281
NOT,SQL,75292
NOT,CCR,46969
NOT,PAO,85304
NOT,HWD,66038
NOT,NGZ,44588
NOT,HAF,70320
OTK,PDX,96752
OTK,AST,82508
OTK,ONP,95221
OTK,SLE,85198
OTK,HIO,68797
ONO,BOI,81350
DLS,TTD,96445
GAI,FME,36305
GAI,DCA,36907
GAI,ADW,47467
GAI,IAD,35330
GAI,APG,92061
GAI,BWI,42960
GAI,HGR,77169
GAI,MRB,75172
GAI,ANP,57430
GAI,MTN,67171
GAI,MNZ,58224
GAI,DAA,50478
OAS,OAA,91418
OAS,GZI,60035
YTA,YWA,11085
TSB,GFY,55794
TSB,OKU,86697
YSD,YXH,42980
BNU,JOI,73507
BNU,NVT,43934
YCC,YMX,77121
YCC,YND,91720
YCC,YOW,90424
YCC,YUL,76936
YCC,MSS,28266
YCC,OGS,84589
YCC,PBG,99422
YCC,SLK,83667
YCC,YRO,94169
IZA,JDF,38077
MVL,YJN,99596
MVL,MPV,37087
MVL,BTV,43382
MVL,PBG,68933
MVL,ZBM,84777
RBD,DAL,18565
RBD,DFW,28812
RBD,FTW,48783
RBD,GVT,86543
RBD,FWH,54582
RBD,ADS,32165
RBD,AFW,54240
WST,FOK,89448
WST,PVD,53255
WST,HFD,82615
WST,SFZ,68680
WST,BDL,98284
WST,HVN,91099
WST,MVY,99453
WST,GON,20317
WST,EWB,79371
WST,BID,27652
WST,NCO,42711
WST,MTP,31952
BID,FOK,95623
BID,PVD,64198
BID,SFZ,84099
BID,MVY,84403
BID,GON,43068
BID,EWB,76708
BID,WST,27652
BID,NCO,49721
BID,MTP,30517
NME,MYU,86978
NME,CYF,42507
NME,KPN,70430
NME,OOK,22560
OOK,MYU,67688
OOK,CYF,62068
OOK,KPN,89397
OOK,NME,22560
OBY,CNP,37868
BGE,TLH,69660
BGE,DHN,86626
BGE,ABY,75619
BGE,TVI,72612
ZGS,YNA,79419
ZGS,YHR,77618
ZGS,ZKG,42362
ZKG,YNA,37307
ZKG,ZGS,42362
YBI,YRF,86405
WHP,LAX,35269
WHP,HHR,38143
WHP,NTD,67005
WHP,EDW,86738
WHP,LGB,54738
WHP,BUR,8201
WHP,ONT,78147
WHP,PMD,51030
WHP,RAL,95560
WHP,SNA,82172
WHP,VNY,8976
WHP,NZJ,90439
WHP,FUL,58764
WHP,OXR,73367
WHP,AVX,95112
WHP,MHV,92217
WHP,TOA,51196
WHP,SMO,27331
WHP,POC,61038
WHP,EMT,39796
WHP,CCB,68757
WHP,CNO,78220
WHP,WJF,56510
MAE,NLC,74367
MAE,MER,59487
MAE,FAT,42306
MAE,VIS,98408
MAE,MCE,48571
MAE,RMY,58491
YZZ,YCG,26858
YZZ,ZGF,60154
YAB,YSR,13893
GSI,DRJ,38528
GSI,SMZ,8629
GSI,MPY,79268
MPY,XAU,92671
MPY,DRJ,86806
MPY,SMZ,87854
MPY,GSI,79268
LDX,ABN,3732
LDX,MOJ,42846
KJI,AAT,96746
CPB,PLP,90738
CPB,ACD,14105
CPB,PUE,8370
JTC,BAU,19834
JTC,LIP,89824
JTC,MII,90372
RDC,CDJ,82568
CFC,JCB,74309
CCI,XAP,60037
CCI,ERM,57658
CCI,JCB,49467
FBE,SQX,91603
CFO,VLP,86288
AAF,PAM,65161
AAF,TLH,99009
AAF,PFN,83087
ORX,TMT,67200
UNA,IOS,60136
OAA,KBL,72693
OAA,PAJ,91892
OAA,OAS,91418
OAA,GZI,75367
FPR,COF,85723
FPR,MLB,72941
FPR,VRB,18525
FPR,PBI,94335
FPR,SUA,37802
FPR,PHK,85356
FPR,OBE,54167
FPR,SEF,96301
PYM,BED,77685
PYM,BOS,55583
PYM,ACK,91818
PYM,PVD,60642
PYM,FMH,32781
PYM,SFZ,63185
PYM,MVY,58214
PYM,HYA,45794
PYM,EWB,32102
PYM,PVC,45731
PYM,NCO,66525
PYM,OWD,48266
PYM,LWM,95653
PYM,BVY,76738
NCO,BED,97703
NCO,BOS,91802
NCO,PVD,15100
NCO,FMH,74427
NCO,SFZ,36631
NCO,MVY,70289
NCO,GON,60595
NCO,HYA,94501
NCO,EWB,38879
NCO,ORH,83905
NCO,WST,42711
NCO,BID,49721
NCO,PYM,66525
NCO,OWD,68967
NCO,MTP,71877
OWD,BED,32548
OWD,BOS,23772
OWD,PVD,54936
OWD,FMH,80126
OWD,SFZ,39930
OWD,MHT,85374
OWD,HYA,93965
OWD,EWB,59991
OWD,ORH,58558
OWD,PVC,79653
OWD,PYM,48266
OWD,NCO,68967
OWD,ASH,71547
OWD,LWM,58773
OWD,BVY,48634
BAF,HFD,47196
BAF,BDL,24514
BAF,CEF,15450
BAF,ORH,70314
BAF,OXC,83237
BAF,EEN,90157
MGJ,EWR,91358
MGJ,HPN,67842
MGJ,TEB,75418
MGJ,SWF,13338
MGJ,LGA,87945
MGJ,JRB,92552
MGJ,MMU,80100
MGJ,JRA,86828
MGJ,CDW,70680
MGJ,DXR,67087
MGJ,OXC,94235
MGJ,LDJ,99378
MGJ,POU,34238
HAR,MDT,7938
HAR,MUI,34066
HAR,LNS,48424
HAR,RDG,77364
HAR,HGR,93941
HAR,CTH,88045
DXR,EWR,95059
DXR,BDR,37728
DXR,HPN,38797
DXR,FOK,92411
DXR,TEB,75656
DXR,SWF,54014
DXR,LGA,73824
DXR,HFD,80409
DXR,JFK,85180
DXR,BDL,91683
DXR,ISP,71715
DXR,JRB,86743
DXR,HVN,51206
DXR,JRA,81599
DXR,CDW,86854
DXR,FRG,71777
DXR,MGJ,67087
DXR,OXC,31322
DXR,POU,43929
ASH,BED,39319
ASH,BOS,62483
ASH,SFZ,95854
ASH,MHT,17995
ASH,CON,46877
ASH,PSM,65298
ASH,ORH,64465
ASH,OWD,71547
ASH,LWM,32791
ASH,BVY,53670
ASH,EEN,63061
LWM,BED,30683
LWM,BOS,40463
LWM,SFZ,93687
LWM,MHT,35001
LWM,CON,62239
LWM,PSM,47023
LWM,ORH,79508
LWM,PYM,95653
LWM,OWD,58773
LWM,ASH,32791
LWM,BVY,22498
LWM,EEN,95852
OXC,BDR,35085
OXC,HPN,66278
OXC,FOK,82311
OXC,SWF,80899
OXC,LGA,99596
OXC,HFD,49604
OXC,BDL,63534
OXC,CEF,93925
OXC,ISP,76132
OXC,HVN,31668
OXC,GON,92508
OXC,FRG,86668
OXC,BAF,83237
OXC,MGJ,94235
OXC,DXR,31322
OXC,POU,64534
RMG,CHA,76336
RMG,MGE,76441
RMG,FTY,86566
RMG,PDK,94973
RMG,GAD,95523
RMG,DNN,49134
RMG,APT,88191
GAD,HUA,95804
GAD,ANB,47828
GAD,BHM,76560
GAD,HSV,97231
GAD,RMG,95523
GAD,ASN,44967
WDR,MGE,78749
WDR,ATL,80223
WDR,AHN,31722
WDR,FTY,82120
WDR,PDK,59820
WDR,LZU,27237
WDR,GVL,35568
WDR,TOC,76110
DNN,CHA,46233
DNN,MGE,95598
DNN,MMI,80135
DNN,RMG,49134
DNN,HDI,55455
DNN,APT,75348
LGC,ANB,97468
LGC,LSF,75149
LGC,ATL,92076
LGC,CSG,56246
LGC,FTY,99877
LGC,PIM,25816
LGC,AUO,55362
LGC,ALX,83822
PIM,LSF,56961
PIM,ATL,98188
PIM,CSG,36498
PIM,LGC,25816
PIM,AUO,57437
GVL,MGE,74709
GVL,ATL,89771
GVL,AHN,58803
GVL,FTY,84170
GVL,PDK,62013
GVL,LZU,34974
GVL,WDR,35568
GVL,TOC,60712
GVL,CEU,97346
PHD,AKC,63199
PHD,CAK,49596
PHD,HLG,73440
PHD,BFP,93146
PHD,ZZV,71049
HHH,SVN,48532
HHH,SAV,48751
HHH,LIY,89722
HHH,BFT,21732
HHH,CHS,97120
DNL,AGS,12809
DNL,AIK,38670
MRN,HKY,21888
MRN,CLT,90666
MRN,AVL,94415
MRN,USA,94796
MRN,SVH,59682
MRN,IKB,64364
PVL,HTS,89604
TOC,AND,54891
TOC,AHN,71878
TOC,LZU,91960
TOC,WDR,76110
TOC,GVL,60712
TOC,CEU,38485
TOC,GDC,86137
TOC,GMU,91044
WYE,KEN,81353
GBK,BTE,30112
GBK,KBS,71377
AFW,DAL,46358
AFW,DFW,28113
AFW,FTW,19118
AFW,MWL,73003
AFW,FWH,26882
AFW,ADS,45098
AFW,RBD,54240
RTS,JAD,33724
RTS,PER,40994
KEW,YNO,56516
KEW,YVZ,90460
KEW,MSA,87372
KEW,ZSJ,34971
YSP,YMG,50897
YHF,YYU,94120
YHF,YHN,96910
YHN,YHF,96910
YHN,YMG,81150
YKX,YUY,85003
YKX,YXR,57964
YMG,YSP,50897
YMG,YHN,81150
YEM,YZE,55218
YEM,YEL,78440
LWC,MCI,53847
LWC,FLV,47526
LWC,FOE,39259
LWC,MKC,55337
LWC,STJ,88701
LWC,JCI,34663
LWC,TOP,35674
LWC,OJC,45302
PPM,FXE,8134
PPM,HWO,30284
PPM,FLL,19865
PPM,MIA,53624
PPM,LNA,38593
PPM,TNT,89537
PPM,PBI,48571
PPM,OPF,41391
PPM,HST,88738
PPM,BCT,14631
PPM,TMB,74069
PPM,PHK,83365
XMC,MIM,78434
LOP,AMI,29644
ZMH,YWL,70158
LOZ,SME,47274
FBG,POB,8312
FBG,RDU,84116
FBG,GSB,91710
FBG,FAY,16474
FBG,LBT,59169
FBG,SOP,42989
WMI,WAW,38339
JDG,CJU,23839
YGM,YWG,81153
EYK,EZV,86012
RAC,MKE,21808
RAC,UGN,37917
RAC,ORD,87363
RAC,ENW,20540
RAC,MWC,42842
RAC,PWK,72303
RAC,ETB,77912
TIW,GRF,21007
TIW,SEA,28599
TIW,TCM,16419
TIW,BFI,35830
TIW,PAE,74460
TIW,PWT,28479
TIW,OLM,41355
TIW,RNT,37054
TIW,CLS,72617
TIW,SHN,43240
GUF,NSE,78842
GUF,BFM,53363
GUF,NPA,34638
GUF,PNS,50849
GUF,MOB,70638
IBB,GPS,93868
HIW,HIJ,47020
HIW,MYJ,65609
HIW,IWJ,66802
HIW,IWK,29740
HZL,IPT,82702
HZL,MUI,78268
HZL,AVP,45283
HZL,ABE,59726
HZL,LNS,99615
HZL,RDG,67762
HZL,WBW,36593
HZL,MPO,54358
HZL,UKT,80287
CBE,AOO,84631
CBE,JST,78250
CBE,MGW,99107
CBE,LBE,91793
CBE,HGR,88985
CBE,MRB,70783
WYN,KNX,66489
LNR,MSN,68989
LNR,DBQ,99915
LNR,VOK,81169
LNR,PCD,79495
JOT,IKK,56811
JOT,DPA,43837
JOT,MDW,46150
JOT,ORD,56007
JOT,GYY,64462
JOT,LOT,11954
JOT,PWK,70177
JOT,VYS,83651
JOT,CGX,60558
JOT,VPZ,97692
VYS,DPA,97434
VYS,RFD,94013
VYS,BMI,99405
VYS,PIA,88993
VYS,LOT,92616
VYS,JOT,83651
JXN,LAN,58711
JXN,DTW,91307
JXN,YIP,76590
JXN,AZO,90085
JXN,TOL,92332
JXN,FNT,98022
JXN,ANQ,86225
JXN,PTK,96561
JXN,ARB,58968
JXN,BTL,65449
BBX,TTN,41402
BBX,ACY,95863
BBX,WRI,58943
BBX,MIV,87258
BBX,PNE,22534
BBX,PHL,29637
BBX,NXX,12123
BBX,NEL,78518
BBX,ILG,58808
BBX,ABE,59190
BBX,LNS,87769
BBX,RDG,65246
BBX,LLY,41795
BBX,CTH,54113
BBX,DYL,24918
BBX,UKT,34592
OBE,MLB,95657
OBE,VRB,61090
OBE,PBI,98801
OBE,SUA,62886
OBE,PHK,55404
OBE,FPR,54167
OBE,SEF,53257
OBE,AVO,76317
SEF,MLB,99456
SEF,VRB,93896
SEF,ISM,93241
SEF,PGD,87642
SEF,BOW,69486
SEF,PHK,98594
SEF,LAL,89184
SEF,FPR,96301
SEF,OBE,53257
SEF,AVO,23668
SEF,GIF,78719
AVO,MCO,95754
AVO,ISM,78278
AVO,PGD,87613
AVO,BOW,46594
AVO,LAL,65545
AVO,OBE,76317
AVO,SEF,23668
AVO,GIF,57010
AVO,ZPH,94052
AVO,TPF,97699
GIF,ORL,67704
GIF,SPG,92115
GIF,PIE,93383
GIF,TPA,77257
GIF,MCF,79162
GIF,MCO,59690
GIF,SFB,94233
GIF,ISM,40009
GIF,BOW,13628
GIF,LAL,27340
GIF,SEF,78719
GIF,AVO,57010
GIF,ZPH,43591
GIF,CLW,99266
GIF,LEE,84798
GIF,TPF,70353
ZPH,ORL,87999
ZPH,SPG,69295
ZPH,PIE,63077
ZPH,TPA,46519
ZPH,MCF,55383
ZPH,MCO,85955
ZPH,ISM,70812
ZPH,BOW,48409
ZPH,LAL,29856
ZPH,AVO,94052
ZPH,GIF,43591
ZPH,CLW,65479
ZPH,LEE,74423
ZPH,TPF,45183
OCF,GNV,57792
OCF,CTY,99741
OCF,LEE,56127
AIK,CAE,61439
AIK,AGS,40510
AIK,DNL,38670
AIK,CUB,73133
AIK,MMT,87164
AIK,OGB,79527
CDN,CAE,63922
CDN,SSC,35684
CDN,FLO,78168
CDN,RKH,90434
CDN,HCW,73445
CDN,CUB,52793
CDN,HVS,43072
CDN,MMT,45890
CDN,OGB,95982
LBT,POB,62584
LBT,FLO,77191
LBT,FAY,45494
LBT,FBG,59169
LBT,SOP,76135
LBT,CRE,94070
LBT,HCW,82983
LBT,HVS,99908
SOP,POB,35054
SOP,RDU,89822
SOP,FAY,53995
SOP,FBG,42989
SOP,LBT,76135
SOP,HCW,77927
SVH,HKY,39444
SVH,INT,77667
SVH,CLT,61378
SVH,GSO,98826
SVH,USA,47510
SVH,RKH,87057
SVH,MRN,59682
SVH,IKB,52563
LHV,IPT,43620
LHV,SCE,47952
BKL,CLE,18211
BKL,AKC,56417
BKL,SKY,81360
BKL,YNG,88604
BKL,CAK,69926
BKL,CGF,17240
BKL,LNN,30673
DKK,YHM,93082
DKK,IAG,73347
DKK,BUF,66538
DKK,ERI,87182
DKK,BFD,92861
DKK,JHW,37855
DKK,YCM,78175
DKK,DU9,49811
LLY,TTN,37259
LLY,ACY,58714
LLY,WRI,23129
LLY,MIV,66898
LLY,PNE,20906
LLY,PHL,34676
LLY,NXX,38495
LLY,NEL,43186
LLY,ILG,71396
LLY,ABE,93731
LLY,BBX,41795
LLY,LDJ,90794
LLY,CTH,87106
LLY,DYL,49395
LLY,UKT,71291
LDJ,TTN,61328
LDJ,EWR,10534
LDJ,HPN,67454
LDJ,TEB,30189
LDJ,WRI,73184
LDJ,SWF,99402
LDJ,LGA,36086
LDJ,PNE,88184
LDJ,JFK,39424
LDJ,NXX,89595
LDJ,NEL,65673
LDJ,ISP,98579
LDJ,JRB,21974
LDJ,MMU,24839
LDJ,JRA,25196
LDJ,CDW,28865
LDJ,FRG,71264
LDJ,MGJ,99378
LDJ,LLY,90794
LDJ,DYL,80785
LDJ,UKT,98346
ANQ,AZO,76783
ANQ,FWA,74194
ANQ,SMD,55551
ANQ,JXN,86225
ANQ,EKI,76977
ANQ,BTL,75606
CLW,SPG,26885
CLW,PIE,10196
CLW,TPA,22169
CLW,MCF,27330
CLW,SRQ,67771
CLW,BOW,95968
CLW,LAL,72768
CLW,GIF,99266
CLW,ZPH,65479
CLW,TPF,31176
CGX,IKK,89880
CGX,DPA,53379
CGX,MDW,14470
CGX,UGN,66287
CGX,ORD,27976
CGX,MGC,67560
CGX,ENW,86165
CGX,GYY,31486
CGX,LOT,49287
CGX,PWK,37398
CGX,JOT,60558
CGX,VPZ,67287
CRE,MYR,23956
CRE,ILM,91373
CRE,LBT,94070
CRE,GGE,78431
BXO,BSL,94814
BXO,EML,14867
BXO,BRN,68712
BXO,ZHI,77771
BXO,ZRH,55775
BXO,ZJI,97788
BXO,ZIN,51528
WBW,IPT,89730
WBW,AVP,11632
WBW,ABE,79666
WBW,HZL,36593
WBW,MPO,43360
LNN,CLE,48868
LNN,AKC,72256
LNN,YNG,75719
LNN,CAK,85595
LNN,CGF,15489
LNN,BKL,30673
UMD,JQA,22318
UMD,QQT,82031
FFT,CVG,98613
FFT,LOU,66586
FFT,FTK,98469
FFT,SDF,72750
FFT,LEX,30807
LEW,AUG,49232
LEW,PWM,44832
LEW,RKD,94756
LEW,FRY,53567
LEW,NHZ,32654
MRK,FMY,68554
MRK,TNT,79041
MRK,RSW,60809
MRK,APF,20333
MRK,IMM,55810
DRE,YAM,79227
DRE,YZE,92072
DRE,CIU,62300
DRE,PLN,95182
DRE,YEL,98777
GDW,HTL,46068
GDW,MBS,58180
GDW,ECA,92319
GDW,AMN,74201
MFI,CWA,44206
MFI,AUW,54899
MFI,VOK,77858
MFI,ISW,41494
MFI,STE,53230
ISW,CWA,48419
ISW,AUW,65203
ISW,VOK,57403
ISW,MFI,41494
ISW,STE,32022
CWI,MLI,45103
CWI,DBQ,70891
CWI,GBG,99784
BVY,BED,33098
BVY,BOS,25540
BVY,SFZ,87736
BVY,MHT,57489
BVY,CON,83802
BVY,PSM,55482
BVY,ORH,86352
BVY,PVC,80776
BVY,PYM,76738
BVY,OWD,48634
BVY,ASH,53670
BVY,LWM,22498
OSF,SVO,51638
OSF,VKO,17843
OSF,DME,27669
OSF,BKA,36726
OSF,ZIA,40759
OSF,CKL,53627
POF,BYH,96374
POF,CGI,83783
POF,SIK,69397
EOK,BRL,44166
EOK,UIN,60912
EOK,GBG,99590
PSL,GLA,91179
PSL,EDI,54458
PSL,DND,21364
PSL,ADX,31895
STP,MSP,14032
STP,FCM,33523
SOO,HUV,56403
SOO,GVX,74812
VNA,PKZ,93256
BYT,ORK,71080
BYT,KIR,57094
ADY,TLD,55017
HAO,CVG,37253
HAO,DAY,65329
HAO,LUK,30339
HAO,FFO,65571
HAO,MGY,35780
HAO,SGH,78951
HAO,ILN,63194
KEY,EDL,88428
KEY,GGM,89339
KEY,KIS,66385
ILU,ASV,95012
ILU,QSI,96303
FLD,MSN,98216
FLD,GRB,84484
FLD,ATW,54257
FLD,OSH,24364
FLD,MWC,82204
FLD,SBM,51206
FLD,ETB,48518
STE,CWA,28038
STE,ATW,86540
STE,AUW,43091
STE,OSH,99585
STE,VOK,88765
STE,MFI,53230
STE,ISW,32022
PEF,BBH,72056
PEF,SZZ,97715
PEF,HDF,39697
PEF,GTI,38496
PEF,FNB,69064
CJN,TSY,49456
CJN,CXP,60699
GQQ,CMH,85290
GQQ,SKY,75935
GQQ,MFD,19034
